Product_Name,Discounted_Price,Discount,Original_Price,Rating,No_of_ratings,itemURL,Platform
"Tohfa Mangatram Masoor Sabut, Small, 1 Kg",125.0,10.0,139.0,4.6,3,https://www.amazon.in/Mangatram-Masoor-Sabut-Small-1kg/dp/B07MB2786C/ref=sr_1_471?dchild=1&qid=1591099869&s=grocery&sr=1-471,Amazon
Kitchenwale Kabuli Chana/White Chole (500g),75.0,58.0,180.0,3.4,3,https://www.amazon.in/Kitchenwale-Kabuli-Chana-White-Chole/dp/B07SYYJ6LD/ref=sr_1_476?dchild=1&qid=1591099869&s=grocery&sr=1-476,Amazon
Dr Gluten Gold Flour Atta (1 Kg),139.0,1.0,140.0,4.2,45,https://www.amazon.in/Dr-Gluten-Gold-Flour-Atta/dp/B01N2I8UAZ/ref=sr_1_477?dchild=1&qid=1591099869&s=grocery&sr=1-477,Amazon
"B&B Organics Finger Millet Ragi, 1 kg",203.0,20.0,254.0,3.6,9,https://www.amazon.in/Organics-Finger-Millet-Ragi-1kg/dp/B07D8YYTXV/ref=sr_1_478?dchild=1&qid=1591099869&s=grocery&sr=1-478,Amazon
"Tathastu Barley Jau Sattu, 500g",185.0,10.0,205.0,3.6,10,https://www.amazon.in/Tathastu-Barley-Jau-Sattu-500g/dp/B06XWCPKHH/ref=sr_1_479?dchild=1&qid=1591099869&s=grocery&sr=1-479,Amazon
"Royal Umbrella 100% Pure Thai Jasmine Rice, 5Kg",1490.0,10.0,1650.0,5.0,1,https://www.amazon.in/Royal-Umbrella-100-Pure-Jasmine/dp/B07ZKQCDND/ref=sr_1_481?dchild=1&qid=1591099869&s=grocery&sr=1-481,Amazon
"Jivabhumi Organic Jowar Flour, 2 kg",299.0,8.0,325.0,3.9,7,https://www.amazon.in/Jivabhumi-Organic-Jowar-Flour/dp/B07HTCQPX7/ref=sr_1_482?dchild=1&qid=1591099869&s=grocery&sr=1-482,Amazon
"ASHOKA Sattu, 200 Grams (Pack of 2)",239.0,29.0,339.0,5.0,1,https://www.amazon.in/Ashoka-Sattu-200-Grams-Pack/dp/B077YBPRXN/ref=sr_1_483?dchild=1&qid=1591099869&s=grocery&sr=1-483,Amazon
Zero-G Gluten-Free Chickpea Flour (Besan) - 500 g Pouch,121.0,10.0,135.0,4.3,10,https://www.amazon.in/Zero-G-Gluten-Free-Chickpea-Flour-Besan/dp/B07TX9FB8S/ref=sr_1_484?dchild=1&qid=1591099869&s=grocery&sr=1-484,Amazon
Dr Gluten Gluten Free Multigrain Gold Flour Atta (2 KG) (Certified Gluten Free),279.0,0.0,280.0,3.7,22,https://www.amazon.in/Dr-Gluten-Free-Flour-Certified/dp/B07XF4VT4G/ref=sr_1_485?dchild=1&qid=1591099869&s=grocery&sr=1-485,Amazon
Ciba Evergreen Masoor Black Dal 500gm (Unpolished Pulses),59.0,24.0,78.0,5.0,3,https://www.amazon.in/Ciba-Masoor-Black-500-GR/dp/B01J3P5DJA/ref=sr_1_486?dchild=1&qid=1591099869&s=grocery&sr=1-486,Amazon
